Player,From,To,Pos,Ht,Wt,Birth Date,College,Link
Carl Nicks,1981,1983,G,6-1,175.0,"October 6, 1958",Indiana State University,/players/n/nicksca01.html
Rich Niemann,1969,1972,C,7-0,245.0,"July 2, 1946",Saint Louis University,/players/n/niemari01.html
Richie Niemiera,1949,1950,G-F,6-1,165.0,"May 26, 1921",University of Notre Dame,/players/n/niemiri01.html
Mike Niles,1981,1981,F,6-6,225.0,"March 31, 1955","California State University, Fullerton",/players/n/nilesmi01.html
Kurt Nimphius,1982,1990,C-F,6-10,218.0,"March 13, 1958",Arizona State University,/players/n/nimphku01.html
Dyron Nix,1990,1990,F,6-7,210.0,"February 11, 1967",University of Tennessee,/players/n/nixdy01.html
Norm Nixon,1978,1989,G,6-2,170.0,"October 11, 1955",Duquesne University,/players/n/nixonno01.html
Joakim Noah,2008,2017,C,6-11,230.0,"February 25, 1985",University of Florida,/players/n/noahjo01.html
Chuck Noble,1956,1962,G,6-4,190.0,"July 24, 1931",University of Louisville,/players/n/noblech01.html
Andres Nocioni,2005,2012,F,6-7,225.0,"November 30, 1979",,/players/n/nocioan01.html
David Noel,2007,2007,F,6-6,230.0,"February 27, 1984",University of North Carolina,/players/n/noelda01.html
Nerlens Noel,2015,2017,C-F,6-11,228.0,"April 10, 1994",University of Kentucky,/players/n/noelne01.html
Paul Noel,1948,1952,F,6-4,185.0,"August 17, 1924",University of Kentucky,/players/n/noelpa01.html
Lucas Nogueira,2015,2017,C,7-0,241.0,"July 26, 1992",,/players/n/noguelu01.html
Jim Nolan,1950,1950,C,6-8,210.0,"June 9, 1927",Georgia Institute of Technology,/players/n/nolanji01.html
Paul Nolen,1954,1954,C,6-10,,"September 3, 1929",Texas Tech University,/players/n/nolenpa01.html
Jeff Nordgaard,1998,1998,F,6-7,225.0,"February 23, 1973",University of Wisconsin-Green Bay,/players/n/nordgje01.html
Bevo Nordmann,1962,1965,C,6-10,225.0,"December 11, 1939",Saint Louis University,/players/n/nordmbe01.html
Johnny Norlander,1947,1951,F,6-3,180.0,"March 5, 1921",Hamline University,/players/n/norlajo01.html
Connie Norman,1975,1979,G,6-3,175.0,"September 24, 1953",University of Arizona,/players/n/normaco01.html
Ken Norman,1988,1997,F,6-8,215.0,"September 5, 1964",University of Illinois at Urbana-Champaign,/players/n/normake01.html
Audie Norris,1983,1985,C,6-9,230.0,"December 18, 1960",Jackson State University,/players/n/norriau01.html
Moochie Norris,1997,2006,G,6-1,175.0,"July 27, 1973",University of West Florida,/players/n/norrimo01.html
Sylvester Norris,1980,1980,C,6-11,220.0,"February 18, 1957",Jackson State University,/players/n/norrisy01.html
Willie Norwood,1972,1978,F,6-7,220.0,"August 8, 1947",Alcorn State University,/players/n/norwowi01.html
George Nostrand,1947,1950,C-F,6-8,195.0,"January 25, 1924",University of Wyoming,/players/n/nostrge01.html
Stan Noszka,1947,1949,G,6-1,185.0,"September 9, 1920",Duquesne University,/players/n/noszkst01.html
Mike Novak,1949,1954,C-F,6-9,219.0,"April 23, 1915",Loyola University of Chicago,/players/n/novakmi01.html
Steve Novak,2007,2017,F,6-10,225.0,"June 13, 1983",Marquette University,/players/n/novakst01.html
Mel Nowell,1963,1968,G,6-2,170.0,"December 27, 1939",Ohio State University,/players/n/nowelme01.html
Dirk Nowitzki,1999,2017,F,7-0,245.0,"June 19, 1978",,/players/n/nowitdi01.html
James Nunnally,2014,2014,F,6-7,205.0,"July 14, 1990","University of California, Santa Barbara",/players/n/nunnaja01.html
Jusuf Nurkic,2015,2017,C,7-0,280.0,"August 23, 1994",,/players/n/nurkiju01.html
Dennis Nutt,1987,1987,G,6-2,170.0,"March 25, 1963",Texas Christian University,/players/n/nuttde01.html
David Nwaba,2017,2017,G,6-4,209.0,"January 14, 1993","California Polytechnic State University, San Luis Obispo",/players/n/nwabada01.html
Julius Nwosu,1995,1995,C,6-10,255.0,"May 1, 1971",Liberty University,/players/n/nwosuju01.html
Charles O'Bannon,1998,1999,G-F,6-5,209.0,"February 22, 1975","University of California, Los Angeles",/players/o/obannch01.html
Ed O'Bannon,1996,1997,F,6-8,222.0,"August 14, 1972","University of California, Los Angeles",/players/o/obanned01.html
John O'Boyle,1953,1953,G,6-2,185.0,"March 7, 1928",Colorado State University,/players/o/oboyljo01.html
Bob O'Brien,1948,1949,F,6-4,190.0,"January 26, 1927",Pepperdine University,/players/o/obriebo01.html
J.J. O'Brien,2016,2016,F,6-7,228.0,"April 8, 1992",San Diego State University,/players/o/obriejj01.html
Jim O'Brien,1974,1975,F,6-7,200.0,"November 7, 1951",University of Maryland,/players/o/obrieji02.html
Jimmy O'Brien,1972,1975,G,6-1,170.0,"April 9, 1950",Boston College,/players/o/obrieji01.html
Ralph O'Brien,1952,1953,G,5-9,160.0,"April 8, 1928",Butler University,/players/o/obriera01.html
Johnny O'Bryant,2015,2017,F-C,6-9,257.0,"June 1, 1993",Louisiana State University,/players/o/obryajo01.html
Patrick O'Bryant,2007,2010,C,7-0,260.0,"June 20, 1986",Bradley University,/players/o/obryapa01.html
Dermie O'Connell,1949,1950,G,6-0,174.0,"April 13, 1928",College of the Holy Cross,/players/o/oconnde01.html
Andy O'Donnell,1950,1950,G,6-1,180.0,"March 10, 1925",Loyola College in Maryland,/players/o/odonnan01.html
Buddy O'Grady,1947,1949,G,5-11,160.0,"January 19, 1920",Georgetown University,/players/o/ogradbu01.html
Francis O'Hanlon,1971,1971,G,6-1,175.0,"August 24, 1948",Villanova University,/players/o/ohanlfr01.html
Dick O'Keefe,1948,1951,G-F,6-2,185.0,"September 29, 1923",Santa Clara University,/players/o/okeefdi01.html
Tommy O'Keefe,1951,1951,G,6-2,185.0,"June 3, 1928",Georgetown University,/players/o/okeefto01.html
Mike O'Koren,1981,1988,F-G,6-7,207.0,"February 7, 1958",University of North Carolina,/players/o/okoremi01.html
Grady O'Malley,1970,1970,F,6-5,205.0,"April 25, 1948",Manhattan College,/players/o/omallgr01.html
Jermaine O'Neal,1997,2014,F-C,6-11,226.0,"October 13, 1978",,/players/o/onealje01.html
Shaquille O'Neal*,1993,2011,C,7-1,325.0,"March 6, 1972",Louisiana State University,/players/o/onealsh01.html
Mike O'Neill,1953,1953,F,6-3,210.0,,University of California,/players/o/oneilmi01.html
Kyle O'Quinn,2013,2017,F-C,6-10,250.0,"March 26, 1990",Norfolk State University,/players/o/oquinky01.html
Kevin O'Shea,1951,1953,G,6-2,175.0,"July 10, 1925",University of Notre Dame,/players/o/osheake01.html
Garland O'Shields,1947,1947,G-F,6-1,195.0,"May 23, 1921",University of Tennessee,/players/o/oshiega01.html
Dan O'Sullivan,1991,1996,C,6-10,250.0,"March 3, 1968",Fordham University,/players/o/osullda01.html
Charles Oakley,1986,2004,F-C,6-8,225.0,"December 18, 1963",Virginia Union University,/players/o/oaklech01.html
Fabricio Oberto,2006,2011,C-F,6-10,245.0,"March 21, 1975",,/players/o/obertfa01.html
Daniel Ochefu,2017,2017,C,6-11,245.0,"December 15, 1993",Villanova University,/players/o/ochefda01.html
Greg Oden,2009,2014,C,7-0,250.0,"January 22, 1988",Ohio State University,/players/o/odengr01.html
Lamar Odom,2000,2013,F,6-10,220.0,"November 6, 1979",University of Rhode Island,/players/o/odomla01.html
Bud Ogden,1970,1971,F,6-6,215.0,"December 29, 1946",Santa Clara University,/players/o/ogdenbu01.html
Ralph Ogden,1971,1971,F,6-5,205.0,"January 25, 1948",Santa Clara University,/players/o/ogdenra01.html
Alan Ogg,1991,1993,C,7-2,240.0,"July 5, 1967",University of Alabama at Birmingham,/players/o/oggal01.html
Don Ohl,1961,1970,G,6-3,190.0,"April 18, 1936",University of Illinois at Urbana-Champaign,/players/o/ohldo01.html
Tim Ohlbrecht,2013,2013,C,6-11,255.0,"August 30, 1988",,/players/o/ohlbrti01.html
Emeka Okafor,2005,2013,C-F,6-10,252.0,"September 28, 1982",University of Connecticut,/players/o/okafoem01.html
Jahlil Okafor,2016,2017,C-F,6-11,275.0,"December 15, 1995",Duke University,/players/o/okafoja01.html
Mehmet Okur,2003,2012,C-F,6-11,249.0,"May 26, 1979",,/players/o/okurme01.html
Victor Oladipo,2014,2017,G,6-4,210.0,"May 4, 1992",Indiana University,/players/o/oladivi01.html
Hakeem Olajuwon*,1985,2002,C,7-0,255.0,"January 21, 1963",University of Houston,/players/o/olajuha01.html
Mark Olberding,1976,1987,F,6-8,225.0,"April 21, 1956",University of Minnesota,/players/o/olberma01.html
Jawann Oldham,1981,1991,C,7-0,215.0,"July 4, 1957",Seattle University,/players/o/oldhaja01.html
John Oldham,1950,1951,G,6-3,175.0,"June 22, 1923",Western Kentucky University,/players/o/oldhajo01.html
Frank Oleynick,1976,1977,G,6-2,185.0,"February 20, 1955",Seattle University,/players/o/oleynfr01.html
John Olive,1979,1980,F,6-7,210.0,"March 1, 1955",Villanova University,/players/o/olivejo01.html
Brian Oliver,1991,1998,G,6-4,210.0,"June 1, 1968",Georgia Institute of Technology,/players/o/olivebr01.html
Dean Oliver,2002,2003,G,5-11,180.0,"November 5, 1978",University of Iowa,/players/o/olivede01.html
Jimmy Oliver,1992,1999,G-F,6-5,205.0,"July 12, 1969",Purdue University,/players/o/oliveji01.html
Kevin Ollie,1998,2010,G,6-4,195.0,"December 27, 1972",University of Connecticut,/players/o/ollieke01.html
Gene Ollrich,1950,1950,G,5-11,160.0,"June 30, 1922",Drake University,/players/o/ollrige01.html
Michael Olowokandi,1999,2007,C,7-0,269.0,"April 3, 1975",University of the Pacific,/players/o/olowomi01.html
Bud Olsen,1963,1970,F-C,6-8,220.0,"July 25, 1940",University of Louisville,/players/o/olsenbu01.html
Kelly Olynyk,2014,2017,C-F,7-0,238.0,"April 19, 1991",Gonzaga University,/players/o/olynyke01.html
Arinze Onuaku,2014,2017,C,6-9,255.0,"July 13, 1987",Syracuse University,/players/o/onuakar01.html
Chinanu Onuaku,2017,2017,F-C,6-10,245.0,"November 1, 1996",University of Louisville,/players/o/onuakch01.html
Barry Orms,1969,1970,G,6-3,190.0,"May 1, 1946",Saint Louis University,/players/o/ormsba01.html
Johnny Orr,1950,1950,F,6-3,195.0,"June 10, 1927",Beloit College,/players/o/orrjo01.html
Louis Orr,1981,1988,F,6-8,175.0,"May 7, 1958",Syracuse University,/players/o/orrlo01.html
Jose Ortiz,1989,1990,F,6-10,225.0,"October 25, 1963",Oregon State University,/players/o/ortizjo01.html
Daniel Orton,2012,2014,C-F,6-10,255.0,"August 6, 1990",University of Kentucky,/players/o/ortonda01.html
Chuck Osborne,1962,1962,F,6-6,210.0,"January 21, 1939",Western Kentucky University,/players/o/osborch01.html
Wally Osterkorn,1952,1955,F-C,6-5,215.0,"July 6, 1928",University of Illinois at Urbana-Champaign,/players/o/osterwa01.html
Greg Ostertag,1996,2006,C,7-2,280.0,"March 6, 1973",University of Kansas,/players/o/ostergr01.html
Matt Othick,1993,1993,G,6-2,165.0,"March 16, 1969",University of Arizona,/players/o/othicma01.html
Don Otten,1950,1953,C,6-10,240.0,"April 18, 1921",Bowling Green State University,/players/o/ottendo01.html
Mac Otten,1950,1950,F-C,6-7,220.0,"December 16, 1925",Bowling Green State University,/players/o/ottenma01.html
Kelly Oubre,2016,2017,F,6-7,205.0,"December 9, 1995",University of Kansas,/players/o/oubreke01.html
Bo Outlaw,1994,2008,F,6-8,210.0,"April 13, 1971",University of Houston,/players/o/outlabo01.html
Travis Outlaw,2004,2014,F,6-9,210.0,"September 18, 1984",,/players/o/outlatr01.html
Claude Overton,1953,1953,G,6-2,195.0,"December 16, 1927",East Central University,/players/o/overtcl01.html
Doug Overton,1993,2004,G,6-3,190.0,"August 3, 1969",La Salle University,/players/o/overtdo01.html
Andre Owens,2006,2008,G,6-4,200.0,"October 31, 1980",University of Houston,/players/o/owensan01.html
Billy Owens,1992,2001,F-G,6-8,220.0,"May 1, 1969",Syracuse University,/players/o/owensbi01.html
Chris Owens,2003,2003,F,6-7,245.0,"March 1, 1979",University of Texas at Austin,/players/o/owensch01.html
Eddie Owens,1978,1978,F,6-7,210.0,"December 26, 1953","University of Nevada, Las Vegas",/players/o/owensed01.html
Jim Owens,1974,1975,F,6-5,200.0,"May 1, 1950",Arizona State University,/players/o/owensji01.html
Keith Owens,1992,1992,F,6-7,225.0,"May 31, 1969","University of California, Los Angeles",/players/o/owenske01.html
Larry Owens,2011,2012,F,6-7,210.0,"January 8, 1983",Oral Roberts University,/players/o/owensla01.html
Red Owens,1950,1952,G-F,6-3,185.0,"September 2, 1925",Baylor University,/players/o/owensre01.html
Tom Owens,1972,1983,C-F,6-10,215.0,"June 28, 1949",University of South Carolina,/players/o/owensto01.html
Ray Owes,1997,1997,F,6-9,224.0,"December 11, 1972",University of Arizona,/players/o/owesra01.html
Olumide Oyedeji,2001,2003,C,6-10,240.0,"May 11, 1981",,/players/o/oyedeol01.html
Joe Pace,1977,1978,C,6-10,220.0,"December 18, 1953",Coppin State University,/players/p/pacejo01.html
Zaza Pachulia,2004,2017,C,6-11,270.0,"February 10, 1984",,/players/p/pachuza01.html
Robert Pack,1992,2004,G,6-2,180.0,"February 3, 1969",University of Southern California,/players/p/packro01.html
Wayne Pack,1975,1975,G,6-0,165.0,"July 5, 1950",Tennessee Technological University,/players/p/packwa01.html
Gerald Paddio,1991,1994,F-G,6-7,205.0,"April 21, 1965","University of Nevada, Las Vegas",/players/p/paddige01.html
Scott Padgett,2000,2007,F,6-9,240.0,"April 19, 1976",University of Kentucky,/players/p/padgesc01.html
Dana Pagett,1972,1972,G,6-2,180.0,"March 29, 1949",University of Southern California,/players/p/pagetda01.html
Fred Paine,1949,1949,F,6-5,210.0,"December 7, 1925",Westminster College of Pennsylvania,/players/p/painefr01.html
Milt Palacio,2000,2006,G,6-3,195.0,"February 7, 1978",Colorado State University,/players/p/palacmi01.html
Togo Palazzi,1955,1960,F-G,6-4,205.0,"August 8, 1932",College of the Holy Cross,/players/p/palazto01.html
Bud Palmer,1947,1949,F-C,6-4,180.0,"September 14, 1921",Princeton University,/players/p/palmebu01.html
Errol Palmer,1968,1968,F,6-5,195.0,,DePaul University,/players/p/palmeer01.html
Jim Palmer,1959,1961,F-C,6-8,224.0,"June 8, 1933",University of Dayton,/players/p/palmeji01.html
Walter Palmer,1991,1993,C-F,7-1,215.0,"October 23, 1968",Dartmouth College,/players/p/palmewa01.html
Andy Panko,2001,2001,F,6-9,222.0,"November 27, 1977",Lebanon Valley College,/players/p/pankoan01.html
Georgios Papagiannis,2017,2017,C,7-1,240.0,"July 3, 1997",,/players/p/papagge01.html
Kostas Papanikolaou,2015,2016,F,6-8,225.0,"July 31, 1990",,/players/p/papanko01.html
Jannero Pargo,2003,2015,G,6-1,175.0,"October 22, 1979",University of Arkansas,/players/p/pargoja01.html
Jeremy Pargo,2012,2013,G,6-2,219.0,"March 17, 1986",Gonzaga University,/players/p/pargoje01.html
Easy Parham,1949,1951,F-G,6-3,200.0,"December 27, 1921",Texas Wesleyan University,/players/p/parhaea01.html
Robert Parish*,1977,1997,C,7-0,230.0,"August 30, 1953",Centenary College of Louisiana,/players/p/parisro01.html
Med Park,1956,1960,G-F,6-2,205.0,"April 11, 1933",University of Missouri,/players/p/parkme01.html
Anthony Parker,1998,2012,G,6-6,215.0,"June 19, 1975",Bradley University,/players/p/parkean01.html
Jabari Parker,2015,2017,F,6-8,250.0,"March 15, 1995",Duke University,/players/p/parkeja01.html
Smush Parker,2003,2008,G,6-4,190.0,"June 1, 1981",Fordham University,/players/p/parkesm01.html
Sonny Parker,1977,1982,F-G,6-6,200.0,"March 22, 1955",Texas A&M University,/players/p/parkeso01.html
Tony Parker,2002,2017,G,6-2,185.0,"May 17, 1982",,/players/p/parketo01.html
Barry Parkhill,1974,1976,G,6-4,185.0,"May 10, 1951",University of Virginia,/players/p/parkhba01.html
Jack Parkinson,1950,1950,G,6-0,174.0,"March 4, 1924",University of Kentucky,/players/p/parkija01.html
Charles Parks,1969,1969,F,6-5,210.0,,Idaho State University,/players/p/parksch01.html
Cherokee Parks,1996,2004,C-F,6-11,235.0,"October 11, 1972",Duke University,/players/p/parksch02.html
Richard Parks,1968,1968,F,6-7,235.0,"October 28, 1943",Saint Louis University,/players/p/parksri01.html
Jack Parr,1959,1959,C,6-9,220.0,"March 13, 1936",Kansas State University,/players/p/parrja01.html
Doyle Parrack,1947,1947,F-G,6-0,165.0,"December 6, 1921",Oklahoma State University,/players/p/parrado01.html
Charlie Parsley,1950,1950,G,6-2,175.0,"October 13, 1925",Western Kentucky University,/players/p/parslch01.html
Chandler Parsons,2012,2017,F,6-10,230.0,"October 25, 1988",University of Florida,/players/p/parsoch01.html
Zarko Paspalj,1990,1990,F,6-9,215.0,"March 27, 1966",,/players/p/paspaza01.html
Marty Passaglia,1947,1949,G,6-1,170.0,"April 22, 1919",Santa Clara University,/players/p/passama01.html
George Pastushok,1947,1947,G,6-1,195.0,"July 13, 1922",St. John's University,/players/p/pastuge01.html
Myles Patrick,1981,1981,F,6-8,220.0,"November 19, 1954",Auburn University,/players/p/patrimy01.html
Stan Patrick,1950,1950,F-G,6-2,185.0,"May 5, 1922",University of Illinois at Urbana-Champaign,/players/p/patrist01.html
Andrae Patterson,1999,2000,F,6-9,238.0,"November 12, 1975",Indiana University,/players/p/pattean01.html
George Patterson,1968,1968,C-F,6-8,230.0,"November 26, 1939",University of Toledo,/players/p/pattege01.html
Lamar Patterson,2016,2017,G-F,6-5,225.0,"August 12, 1991",University of Pittsburgh,/players/p/pattela01.html
Patrick Patterson,2011,2017,F,6-9,230.0,"March 14, 1989",University of Kentucky,/players/p/pattepa01.html
Ruben Patterson,1999,2008,F,6-5,224.0,"July 31, 1975",University of Cincinnati,/players/p/patteru01.html
Steve Patterson,1972,1976,C,6-9,225.0,"June 24, 1948","University of California, Los Angeles",/players/p/pattest01.html
Tom Patterson,1973,1974,F,6-6,220.0,"October 15, 1948",Ouachita Baptist University,/players/p/patteto01.html
Worthy Patterson,1958,1958,G,6-2,175.0,"June 17, 1931",University of Connecticut,/players/p/pattewo01.html
Chris Paul,2006,2017,G,6-0,175.0,"May 6, 1985",Wake Forest University,/players/p/paulch01.html
Charlie Paulk,1969,1972,F-C,6-8,219.0,"June 14, 1946",Northeastern State University,/players/p/paulkch01.html
Jerry Paulson,1958,1958,G,6-2,185.0,"July 21, 1935",Manhattan College,/players/p/paulsje01.html
Billy Paultz,1971,1985,C-F,6-11,235.0,"July 30, 1948",St. John's University,/players/p/paultbi01.html
Sasha Pavlovic,2004,2013,G-F,6-8,220.0,"November 15, 1983",,/players/p/pavloal01.html
Jim Paxson,1957,1958,F-G,6-6,200.0,"December 19, 1932",University of Dayton,/players/p/paxsoji01.html
Jim Paxson,1980,1990,G-F,6-6,200.0,"July 9, 1957",University of Dayton,/players/p/paxsoji02.html
John Paxson,1984,1994,G,6-2,185.0,"September 29, 1960",University of Notre Dame,/players/p/paxsojo01.html
Johnny Payak,1950,1953,G-F,6-4,174.0,"November 20, 1926",Bowling Green State University,/players/p/payakjo01.html
Adreian Payne,2015,2017,F-C,6-10,237.0,"February 19, 1991",Michigan State University,/players/p/paynead01.html
Cameron Payne,2016,2017,G,6-3,185.0,"August 8, 1994",Murray State University,/players/p/payneca01.html
Kenny Payne,1990,1993,F-G,6-8,195.0,"November 25, 1966",University of Louisville,/players/p/payneke01.html
Tom Payne,1972,1972,C,7-2,240.0,"November 19, 1950",University of Kentucky,/players/p/payneto01.html
Elfrid Payton,2015,2017,G,6-4,185.0,"February 22, 1994",University of Louisiana at Lafayette,/players/p/paytoel01.html
